id,brand,model,variant,reason
109381,PERODUA,MYVI,SE,low match score
42095,MERCEDES-BENZ,CLS-CLASS,CLS350,no candidate match
42097,MERCEDES-BENZ,C-CLASS,C300,no candidate match
59260,TOYOTA,RUSH,G,low match score
109384,PERODUA,ARUZ,AV,low match score
80946,SUZUKI,SWIFT,GLX-S,low match score
57476,TOYOTA,COROLLA CROSS,G,low match score
109385,PERODUA,MYVI,SE,low match score
42100,MERCEDES-BENZ,GLE-CLASS,GLE43,no candidate match
95394,NISSAN,X-TRAIL,,missing cleaned source data
71901,HYUNDAI,KONA,,missing cleaned source data
80963,SUZUKI,JIMNY,JLX,low match score
109386,PERODUA,MYVI,AV,low match score
109387,PERODUA,MYVI,SE,low match score
42101,MERCEDES-BENZ,C-CLASS,C200,no candidate match
56059,TOYOTA,SIENTA,V,low match score
109389,PERODUA,MYVI,SE,low match score
59369,TOYOTA,RUSH,S,low match score
109390,PERODUA,AXIA,G,low match score
42457,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
109391,PERODUA,MYVI,EZI,low match score
95432,NISSAN,ALMERA,E,low match score
95436,NISSAN,ALMERA,E,low match score
95447,NISSAN,G4H41,,missing cleaned source data
45933,MERCEDES-BENZ,CL-CLASS,CL500,no candidate match
59359,TOYOTA,VIOS,J,low match score
109392,PERODUA,MYVI,EZ,low match score
57485,TOYOTA,RAV4,,missing cleaned source data
59328,TOYOTA,INNOVA,X,low match score
59331,TOYOTA,VIOS,S,low match score
109393,PERODUA,AXIA,G,low match score
80970,SUZUKI,SWIFT,GLX,low match score
45939,MERCEDES-BENZ,C-CLASS,C180,no candidate match
59409,TOYOTA,VELLFIRE,Z PREMIER,low match score
109394,PERODUA,MYVI,SE,low match score
109395,PERODUA,MYVI,AV,low match score
114139,KIA,CARNIVAL,,missing cleaned source data
6197,BMW,2 SERIES,218I,no candidate match
59389,TOYOTA,VIOS,G,low match score
95458,NISSAN,X-TRAIL,MID,low match score
109401,PERODUA,AXIA,SE,low match score
109403,PERODUA,AXIA,G,low match score
57514,TOYOTA,VIOS,G,low match score
109404,PERODUA,AXIA,SE,low match score
109405,PERODUA,MYVI,EZI,low match score
55696,TOYOTA,WISH,,missing cleaned source data
109635,PORSCHE,CAYENNE,,missing cleaned source data
95459,NISSAN,TEANA,XL,low match score
6174,BMW,3 SERIES,320I,no candidate match
42467,MERCEDES-BENZ,A-CLASS,A250,no candidate match
6231,BMW,2 SERIES,218I,no candidate match
109406,PERODUA,ALZA,EZ,low match score
42469,MERCEDES-BENZ,C-CLASS,C300,no candidate match
109408,PERODUA,ALZA,EZ,low match score
113973,INFINITI,QX80,,missing cleaned source data
109409,PERODUA,MYVI,SR,low match score
6725,BMW,2 SERIES,218I,no candidate match
56115,TOYOTA,VIOS,E,low match score
95474,NISSAN,TEANA,XV,low match score
42110,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
59471,TOYOTA,VIOS,J,low match score
50841,PORSCHE,MACAN,S,low match score
6229,BMW,5 SERIES,520I,no candidate match
109410,PERODUA,VIVA,EZ,low match score
6190,BMW,5 SERIES,530I,no candidate match
42112,MERCEDES-BENZ,C-CLASS,C200,no candidate match
42118,MERCEDES-BENZ,CLA-CLASS,CLA250,no candidate match
109411,PERODUA,AXIA,G,low match score
56150,TOYOTA,COROLLA ALTIS,E,low match score
72624,INFINITI,EX37,,missing cleaned source data
59508,TOYOTA,VELLFIRE,Z,low match score
109412,PERODUA,MYVI,SR,low match score
42125,MERCEDES-BENZ,C-CLASS,C180,no candidate match
109414,PERODUA,MYVI,SE,low match score
57526,TOYOTA,VIOS,G,low match score
42121,MERCEDES-BENZ,E-CLASS,E250,no candidate match
59589,TOYOTA,ALPHARD,G,low match score
109415,PERODUA,MYVI,AV,low match score
56177,TOYOTA,LAND CRUISER,ZX,low match score
57505,TOYOTA,VIOS,G,low match score
95483,NISSAN,TEANA,XL,low match score
109416,PERODUA,VIVA,EX,low match score
42129,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
6215,BMW,2 SERIES,218I,no candidate match
109417,PERODUA,ALZA,EZ,low match score
42505,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
72622,INFINITI,Q50,GT,low match score
6198,BMW,5 SERIES,530I,no candidate match
109420,PERODUA,ALZA,EZI,low match score
42138,MERCEDES-BENZ,GLC-CLASS,GLC43 AMG,no candidate match
109421,PERODUA,AXIA,SE,low match score
109422,PERODUA,MYVI,SE,low match score
42137,MERCEDES-BENZ,E-CLASS,E300,no candidate match
59661,TOYOTA,LAND CRUISER,AX,low match score
59671,TOYOTA,VIOS,G,low match score
109423,PERODUA,MYVI,EZI,low match score
95507,NISSAN,X-TRAIL,,missing cleaned source data
6226,BMW,M,M340I,no candidate match
6204,BMW,3 SERIES,320I,no candidate match
72636,INFINITI,Q50,GT,low match score
56008,TOYOTA,VIOS,E,low match score
109424,PERODUA,MYVI,SE,low match score
109428,PERODUA,MYVI,SE,low match score
59741,TOYOTA,WISH,,missing cleaned source data
59896,TOYOTA,RUSH,S,low match score
109429,PERODUA,ALZA,SE,low match score
56226,TOYOTA,YARIS,G,low match score
42532,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
6220,BMW,X,X1,no candidate match
72654,INFINITI,Q50,GT,low match score
59764,TOYOTA,VELLFIRE,Z,low match score
109435,PERODUA,ALZA,EZ,low match score
109438,PERODUA,ARUZ,X,low match score
42145,MERCEDES-BENZ,SLK-CLASS,SLK200,no candidate match
57544,TOYOTA,COROLLA ALTIS,V,low match score
6243,BMW,2 SERIES,218I,no candidate match
109439,PERODUA,MYVI,SX,low match score
45947,MERCEDES-BENZ,E-CLASS,E350 E,no candidate match
109444,PERODUA,AXIA,SE,low match score
42148,MERCEDES-BENZ,CLA-CLASS,CLA45 AMG,no candidate match
664,BMW,X,X5,no candidate match
49799,PORSCHE,CAYMAN,,missing cleaned source data
56229,TOYOTA,RUSH,S,low match score
42534,MERCEDES-BENZ,V-CLASS,VITO,no candidate match
6233,BMW,3 SERIES,330I,no candidate match
95537,NISSAN,ALMERA,E,low match score
95539,NISSAN,ALMERA,E,low match score
95542,NISSAN,ALMERA,VL,low match score
6224,BMW,M,M340I,no candidate match
6257,BMW,X,X3,no candidate match
56217,TOYOTA,VIOS,J,low match score
6251,BMW,3 SERIES,318I,no candidate match
80992,SUZUKI,SWIFT,GLX,low match score
109449,PORSCHE,PANAMERA,4S,low match score
80996,SUZUKI,GRAND VITARA,,missing cleaned source data
59880,TOYOTA,CAMRY,V,low match score
109454,PORSCHE,CAYENNE,,missing cleaned source data
80998,SUZUKI,SWIFT,GLX,low match score
59890,TOYOTA,ALPHARD,G,low match score
57535,TOYOTA,AVANZA,G,low match score
45045,MERCEDES-BENZ,E-CLASS,E200K,no candidate match
56276,TOYOTA,CAMRY,G,low match score
59945,TOYOTA,VELLFIRE,-,missing cleaned source data
6218,BMW,M,M340I,no candidate match
59961,TOYOTA,COROLLA ALTIS,E,low match score
59966,TOYOTA,CAMRY,V,low match score
52231,TOYOTA,INNOVA,G,low match score
42162,MERCEDES-BENZ,A-CLASS,A200,no candidate match
6736,BMW,2 SERIES,218I,no candidate match
109460,PORSCHE,PANAMERA,,missing cleaned source data
49545,PORSCHE,MACAN,,missing cleaned source data
80999,SUZUKI,SX4,,missing cleaned source data
42168,MERCEDES-BENZ,CLA-CLASS,CLA45 AMG,no candidate match
60030,TOYOTA,COROLLA CROSS,V,low match score
56267,TOYOTA,CAMRY,V,low match score
95568,PEUGEOT,408,GT,low match score
60092,TOYOTA,COROLLA ALTIS,V,low match score
109466,PORSCHE,CAYENNE,GTS,low match score
109468,PORSCHE,MACAN,,missing cleaned source data
42172,MERCEDES-BENZ,E-CLASS,E200,no candidate match
109470,PORSCHE,CAYENNE,,missing cleaned source data
6785,BMW,X,X4,no candidate match
6789,BMW,X,X3,no candidate match
42564,MERCEDES-BENZ,C-CLASS,C250,no candidate match
42179,MERCEDES-BENZ,GLA-CLASS,GLA45 AMG,no candidate match
60142,TOYOTA,YARIS,E,low match score
49804,PORSCHE,CAYENNE,,missing cleaned source data
57536,TOYOTA,VIOS,G,low match score
42578,MERCEDES-BENZ,S-CLASS,S300L,no candidate match
60236,TOYOTA,RUSH,S,low match score
75019,KIA,SPORTAGE,,missing cleaned source data
109473,PORSCHE,CAYENNE,,missing cleaned source data
49634,PORSCHE,MACAN,,missing cleaned source data
109474,PORSCHE,MACAN,,missing cleaned source data
114011,INOKOM,ELANTRA,,missing cleaned source data
51846,TOYOTA,VIOS,E,low match score
45055,MERCEDES-BENZ,C-CLASS,C200,no candidate match
6241,BMW,2 SERIES,218I,no candidate match
7009,BMW,3 SERIES,330E,no candidate match
60293,TOYOTA,VELLFIRE,V,low match score
42581,MERCEDES-BENZ,C-CLASS,C350 E,no candidate match
42189,MERCEDES-BENZ,GLC-CLASS,GLC43 AMG,no candidate match
56329,TOYOTA,CAMRY,G X,low match score
73826,KIA,OPTIMA K5,,missing cleaned source data
95586,PEUGEOT,408,,missing cleaned source data
42191,MERCEDES-BENZ,C-CLASS,C200 CGI,no candidate match
45953,MERCEDES-BENZ,NO GROUP,SPRINTER,no candidate match
60285,TOYOTA,VIOS,E,low match score
109650,PORSCHE,CAYENNE,S,low match score
42201,MERCEDES-BENZ,C-CLASS,C200,no candidate match
37072,MERCEDES-BENZ,C-CLASS,C250,no candidate match
49544,PORSCHE,CAYENNE,S,low match score
95592,PEUGEOT,508,,missing cleaned source data
42193,MERCEDES-BENZ,A-CLASS,A250,no candidate match
89622,LAND ROVER,DEFENDER,P400,low match score
114150,KIA,CARNIVAL,,missing cleaned source data
6776,BMW,M,M340I,no candidate match
55890,TOYOTA,RUSH,S,low match score
57543,TOYOTA,COROLLA ALTIS,G,low match score
42207,MERCEDES-BENZ,E-CLASS,E200,no candidate match
89355,INOKOM,ELANTRA,GLS,low match score
60356,TOYOTA,CAMRY,V,low match score
56349,TOYOTA,YARIS,E,low match score
42206,MERCEDES-BENZ,E-CLASS,E350,no candidate match
95614,PEUGEOT,508,THP,low match score
60361,TOYOTA,VIOS,G,low match score
56362,TOYOTA,YARIS,G,low match score
49543,PORSCHE,PANAMERA,4S,low match score
42585,MERCEDES-BENZ,C-CLASS,C300,no candidate match
6281,BMW,3 SERIES,320I,no candidate match
50008,PORSCHE,CAYENNE,S,low match score
6264,BMW,4 SERIES,430I,no candidate match
42212,MERCEDES-BENZ,C-CLASS,C200,no candidate match
42218,MERCEDES-BENZ,A-CLASS,A45 AMG,no candidate match
60368,TOYOTA,VIOS,S,low match score
49835,PORSCHE,CAYENNE,S,low match score
42213,MERCEDES-BENZ,A-CLASS,A250,no candidate match
95616,PEUGEOT,408,GT,low match score
60369,TOYOTA,VIOS,E,low match score
60389,TOYOTA,VIOS,S,low match score
109484,PORSCHE,MACAN,,missing cleaned source data
56378,TOYOTA,VELLFIRE,Z,low match score
60460,TOYOTA,COROLLA ALTIS,E,low match score
72672,INOKOM,ELANTRA,GLS,low match score
49893,PORSCHE,CAYENNE,,missing cleaned source data
42243,MERCEDES-BENZ,A-CLASS,A250,no candidate match
45954,MERCEDES-BENZ,A-CLASS,A200,no candidate match
109654,PORSCHE,CAYENNE,,missing cleaned source data
6747,BMW,7 SERIES,740LE,no candidate match
60571,TOYOTA,ALPHARD,G,low match score
60674,TOYOTA,ESTIMA,,missing cleaned source data
49892,PORSCHE,911,GT3,low match score
41055,MERCEDES-BENZ,A-CLASS,A45 AMG,no candidate match
42249,MERCEDES-BENZ,A-CLASS,A200,no candidate match
109487,PORSCHE,CAYENNE,,missing cleaned source data
56423,TOYOTA,AVANZA,E,low match score
42256,MERCEDES-BENZ,A-CLASS,A250,no candidate match
60732,TOYOTA,COROLLA ALTIS,G,low match score
55913,TOYOTA,VIOS,E,low match score
42590,MERCEDES-BENZ,B-CLASS,B200,no candidate match
60790,TOYOTA,COROLLA CROSS,V,low match score
95629,PEUGEOT,2008,SE,low match score
56421,TOYOTA,CAMRY,G,low match score
56406,TOYOTA,VIOS,G,low match score
109492,PORSCHE,MACAN,,missing cleaned source data
42262,MERCEDES-BENZ,CLS-CLASS,CLS350,no candidate match
53407,TOYOTA,LAND CRUISER,ZX,low match score
56417,TOYOTA,VELLFIRE,X,low match score
42260,MERCEDES-BENZ,A-CLASS,A250,no candidate match
56419,TOYOTA,ESTIMA,,missing cleaned source data
42275,MERCEDES-BENZ,AMG GT,S,low match score
27519,LEXUS,LC500,,missing cleaned source data
42595,MERCEDES-BENZ,C-CLASS,C250,no candidate match
6310,BMW,I,I7,no candidate match
101411,MERCEDES-BENZ,GLE-CLASS,GLE53,no candidate match
95709,RENAULT,CAPTUR,,missing cleaned source data
42601,MERCEDES-BENZ,E-CLASS,E250,no candidate match
6768,BMW,7 SERIES,740LE,no candidate match
42265,MERCEDES-BENZ,C-CLASS,C200,no candidate match
61179,TOYOTA,COROLLA CROSS,V,low match score
109494,PORSCHE,CAYENNE,,missing cleaned source data
49553,PORSCHE,911,GT3,low match score
42284,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
56857,TOYOTA,CAMRY,V,low match score
61199,TOYOTA,ESTIMA,,missing cleaned source data
42295,MERCEDES-BENZ,A-CLASS,A45 AMG,no candidate match
95692,RENAULT,KOLEOS,,missing cleaned source data
109496,PORSCHE,CAYENNE,,missing cleaned source data
42292,MERCEDES-BENZ,C-CLASS,C200,no candidate match
45955,MERCEDES-BENZ,E-CLASS,E300,no candidate match
42602,MERCEDES-BENZ,A-CLASS,A35 AMG,no candidate match
45956,MERCEDES-BENZ,C-CLASS,C300,no candidate match
75101,KIA,CERATO,,missing cleaned source data
61322,TOYOTA,ALPHARD,,missing cleaned source data
95727,RENAULT,CAPTUR,,missing cleaned source data
109498,PORSCHE,MACAN,,missing cleaned source data
61435,TOYOTA,YARIS,E,low match score
49622,PORSCHE,911,GT3,low match score
61605,TOYOTA,VIOS,E,low match score
42603,MERCEDES-BENZ,SLK-CLASS,SLK280,no candidate match
56477,TOYOTA,AVANZA,G,low match score
81019,SUZUKI,GRAND VITARA,,missing cleaned source data
42307,MERCEDES-BENZ,C-CLASS,C300,no candidate match
61613,TOYOTA,COROLLA ALTIS,E,low match score
61638,TOYOTA,WISH,S,low match score
50081,PORSCHE,CAYENNE,,missing cleaned source data
95734,RENAULT,CAPTUR,,missing cleaned source data
42309,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
109502,PORSCHE,CAYENNE,,missing cleaned source data
50120,PORSCHE,MACAN,S,low match score
42314,MERCEDES-BENZ,C-CLASS,C200,no candidate match
80676,SUBARU,XV,,missing cleaned source data
61730,TOYOTA,CAMRY,G X,low match score
61756,TOYOTA,LAND CRUISER PRADO,TX,low match score
49632,PORSCHE,MACAN,,missing cleaned source data
61769,TOYOTA,HARRIER,,missing cleaned source data
109507,PORSCHE,MACAN,,missing cleaned source data
42318,MERCEDES-BENZ,E-CLASS,E43 AMG,no candidate match
61846,TOYOTA,COROLLA ALTIS,G,low match score
109508,PORSCHE,CAYENNE,,missing cleaned source data
61897,TOYOTA,VIOS,S,low match score
95751,RENAULT,CAPTUR,,missing cleaned source data
95756,RENAULT,CAPTUR,,missing cleaned source data
62067,TOYOTA,VIOS,E,low match score
42320,MERCEDES-BENZ,GLB-CLASS,GLB200,no candidate match
79424,MAZDA,5,,missing cleaned source data
49755,PORSCHE,MACAN,,missing cleaned source data
62033,TOYOTA,COROLLA ALTIS,E,low match score
50051,PORSCHE,CAYENNE,S,low match score
62161,TOYOTA,ALPHARD,G SA,low match score
62460,TOYOTA,C-HR,,missing cleaned source data
109520,PORSCHE,CAYENNE,S,low match score
42608,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
49617,PORSCHE,MACAN,S,low match score
62307,TOYOTA,VIOS,E,low match score
109522,PORSCHE,CAYMAN,,missing cleaned source data
95773,SUBARU,XV,P,low match score
42329,MERCEDES-BENZ,C-CLASS,C43 AMG,no candidate match
6764,BMW,3 SERIES,320I,no candidate match
81037,SUZUKI,SWIFT,,missing cleaned source data
56603,TOYOTA,HIACE,,missing cleaned source data
79800,SUBARU,XV,P,low match score
62314,TOYOTA,CAMRY,E,low match score
62441,TOYOTA,VIOS,E,low match score
62442,TOYOTA,VIOS,G,low match score
62494,TOYOTA,VIOS,G,low match score
72756,INOKOM,ELANTRA,,missing cleaned source data
79518,MAZDA,6,,missing cleaned source data
109524,PORSCHE,CAYMAN,,missing cleaned source data
81034,SUZUKI,GRAND VITARA,,missing cleaned source data
49777,PORSCHE,CAYENNE,,missing cleaned source data
45957,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
79839,SUBARU,XV,,missing cleaned source data
49620,PORSCHE,MACAN,,missing cleaned source data
56514,TOYOTA,ESTIMA,,missing cleaned source data
62753,TOYOTA,VIOS,G,low match score
56579,TOYOTA,CAMRY,V,low match score
42353,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
62856,TOYOTA,VIOS,E,low match score
62879,TOYOTA,CAMRY,V,low match score
49656,PORSCHE,MACAN,,missing cleaned source data
62886,TOYOTA,VIOS,J,low match score
62944,TOYOTA,VELLFIRE,Z,low match score
57598,TOYOTA,CAMRY,V,low match score
63055,TOYOTA,LAND CRUISER,ZX,low match score
63066,TOYOTA,VIOS,J,low match score
42614,MERCEDES-BENZ,C-CLASS,C200,no candidate match
42363,MERCEDES-BENZ,A-CLASS,A200,no candidate match
56545,TOYOTA,INNOVA,G,low match score
63145,TOYOTA,VIOS,G,low match score
63230,TOYOTA,CAMRY,V,low match score
63122,TOYOTA,VIOS,G,low match score
63191,TOYOTA,VIOS,G,low match score
63236,TOYOTA,VELLFIRE,Z,low match score
63320,TOYOTA,VIOS,E,low match score
29203,PROTON,X50,TGDI FLAGSHIP,no candidate match
6309,BMW,2 SERIES,218I,no candidate match
81048,SUZUKI,JIMNY,,missing cleaned source data
63380,TOYOTA,RUSH,S,low match score
63467,TOYOTA,VIOS,E,low match score
6294,BMW,5 SERIES,530I,no candidate match
63472,TOYOTA,CAMRY,V,low match score
50709,PORSCHE,CAYMAN,,missing cleaned source data
56569,TOYOTA,YARIS,E,low match score
74086,KIA,CERATO,,missing cleaned source data
82142,VOLKSWAGEN,JETTA,TSI,low match score
42383,MERCEDES-BENZ,C-CLASS,C180K,no candidate match
63564,TOYOTA,VIOS,G,low match score
63574,TOYOTA,FORTUNER,VRZ,low match score
63655,TOYOTA,VIOS,J,low match score
38305,MERCEDES-BENZ,E-CLASS,E200,no candidate match
63670,TOYOTA,VIOS,E,low match score
6262,BMW,2 SERIES,218I,no candidate match
49655,PORSCHE,CAYENNE,,missing cleaned source data
57631,TOYOTA,VELLFIRE,V,low match score
63680,TOYOTA,ESTIMA,X,low match score
56582,TOYOTA,AVANZA,G,low match score
81055,SUZUKI,SWIFT,GL,low match score
63735,TOYOTA,CAMRY,G,low match score
42623,MERCEDES-BENZ,C-CLASS,C200,no candidate match
42399,MERCEDES-BENZ,C-CLASS,C200 CGI,no candidate match
56621,TOYOTA,CAMRY,E,low match score
56662,TOYOTA,VELLFIRE,Z,low match score
42400,MERCEDES-BENZ,E-CLASS,E200,no candidate match
63779,TOYOTA,VIOS,E,low match score
63782,TOYOTA,VELOZ,,missing cleaned source data
68112,BENTLEY,CONTINENTAL GT,W12,low match score
63787,TOYOTA,FORTUNER,VRZ,low match score
2107,BMW,M,M5,no candidate match
73901,KIA,SPORTAGE,,missing cleaned source data
95798,VOLKSWAGEN,GOLF,R,low match score
45962,MERCEDES-BENZ,E-CLASS,E200,no candidate match
63849,TOYOTA,AVANZA,G,low match score
47586,PERODUA,MYVI,EZI,low match score
56626,TOYOTA,COROLLA ALTIS,G,low match score
63856,TOYOTA,VIOS,J,low match score
33047,PROTON,X50,EXECUTIVE,no candidate match
42402,MERCEDES-BENZ,GLB-CLASS,GLB200,no candidate match
95803,VOLKSWAGEN,PASSAT,TSI,low match score
6300,BMW,I,IX,no candidate match
49776,PORSCHE,CAYENNE,S,low match score
109542,PORSCHE,MACAN,S,low match score
81426,VOLKSWAGEN,PASSAT,TSI,low match score
63864,TOYOTA,FJ CRUISER,,missing cleaned source data
6290,BMW,3 SERIES,318I,no candidate match
6303,BMW,X,X5,no candidate match
63860,TOYOTA,CAMRY,V,low match score
42403,MERCEDES-BENZ,C-CLASS,C200,no candidate match
42638,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
63861,TOYOTA,COROLLA ALTIS,G,low match score
49537,PORSCHE,MACAN,,missing cleaned source data
63868,TOYOTA,YARIS,G,low match score
101423,MERCEDES-BENZ,E-CLASS,E350,no candidate match
109549,PORSCHE,CAYENNE,,missing cleaned source data
42409,MERCEDES-BENZ,C-CLASS,C300,no candidate match
50358,PORSCHE,CAYMAN,S,low match score
63876,TOYOTA,VIOS,E,low match score
42412,MERCEDES-BENZ,A-CLASS,A200,no candidate match
81530,VOLKSWAGEN,POLO,,missing cleaned source data
46156,MERCEDES-BENZ,E-CLASS,E250,no candidate match
42414,MERCEDES-BENZ,E-CLASS,E250 CGI,no candidate match
109551,PORSCHE,MACAN,,missing cleaned source data
63881,TOYOTA,VIOS,E,low match score
56639,TOYOTA,VIOS,GX,low match score
81065,SUZUKI,SX4,,missing cleaned source data
109552,PORSCHE,CAYENNE,,missing cleaned source data
42422,MERCEDES-BENZ,A-CLASS,A200,no candidate match
42639,MERCEDES-BENZ,E-CLASS,E300,no candidate match
109554,PORSCHE,MACAN,,missing cleaned source data
95831,VOLKSWAGEN,BEETLE,,missing cleaned source data
49550,PORSCHE,CAYENNE,GTS,low match score
63894,TOYOTA,VIOS,E,low match score
63893,TOYOTA,VIOS,E,low match score
49700,PORSCHE,PANAMERA,4,low match score
49669,PORSCHE,BOXSTER,,missing cleaned source data
56667,TOYOTA,VELLFIRE,Z,low match score
63900,TOYOTA,VIOS,E,low match score
63910,TOYOTA,VIOS,J,low match score
6287,BMW,3 SERIES,320I,no candidate match
6328,BMW,5 SERIES,520I,no candidate match
63907,TOYOTA,VIOS,E,low match score
63908,TOYOTA,INNOVA,X,low match score
63941,TOYOTA,VIOS,GX,low match score
42431,MERCEDES-BENZ,A-CLASS,A45 AMG,no candidate match
42434,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
63922,TOYOTA,VIOS,GX,low match score
63923,TOYOTA,VIOS,E,low match score
37129,MERCEDES-BENZ,C-CLASS,C43 AMG,no candidate match
42664,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
56656,TOYOTA,VIOS,E,low match score
63918,TOYOTA,C-HR,GT,low match score
49943,PORSCHE,MACAN,,missing cleaned source data
95835,VOLKSWAGEN,PASSAT,TSI,low match score
42659,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
50688,PORSCHE,MACAN,,missing cleaned source data
95836,VOLKSWAGEN,BEETLE,TSI,low match score
42666,MERCEDES-BENZ,C-CLASS,C200,no candidate match
109561,PORSCHE,MACAN,,missing cleaned source data
45974,MERCEDES-BENZ,C-CLASS,C200,no candidate match
63933,TOYOTA,VIOS,G,low match score
63935,TOYOTA,WISH,X,low match score
81375,VOLKSWAGEN,GOLF,GTI,low match score
109565,PORSCHE,MACAN,,missing cleaned source data
62529,TOYOTA,VIOS,GR-S,low match score
45979,MERCEDES-BENZ,A-CLASS,A45 AMG,no candidate match
109566,PORSCHE,CAYENNE,,missing cleaned source data
42683,MERCEDES-BENZ,E-CLASS,E200 CGI,no candidate match
